ロード量,salt_LiTFSI,salt_LiFSI,salt_LiPF6,salt_LiDFOB,sol_FEC,sol_DME,sol_ClEC,sol_SL,sol_EC,sol_D2,sol_D11,sol_EME,sol_FME,sol_EMC,sol_DMC,sol_DEC,sol_HFE,additive_lifsi,additive_vc,additive_fec,additive_mlidfob,additive_cm5m,act_h2o2msc,act_lr23,act_msc_30ss,act_msc_benzene,act_一次resin,act_二次resin,act_急冷msc,add_ab_hs_100_,add_ab_li435_,add_ab_li435_hemin,add_cnt,add_tib,bind_cmc,bind_paa_li東亞,bind_paa_ppt,bind_sbr,bind_ポリアクリル酸_paa_,bind_ポリグルタミン酸_ppt_
-0.44915763,0.015411654,-0.13951327,0.0015148263,0.03529431,-0.13401642,0.037480675,-0.17255007,0.0015111996,0.00199701,-0.020429874,-0.0036409171,0.00012826867,-0.0005202487,1.2570358e-06,0.00035624378,-2.5462468e-06,-8.8053e-06,-0.00073560793,0.00013542481,0.023838976,1.9599458e-06,0.000902074,-0.004080161,0.0,-0.0062778713,0.014875862,0.008262782,0.0080926,-0.0032327482,-0.045519512,-0.06312439,-0.0032325478,6.565037e-05,5.582841e-05,0.0073798173,-0.0061439886,-0.05309291,-3.075682e-05,-0.0321716,-0.09845049
0.068203256,0.010668487,-0.42490876,0.0018157448,0.00727085,-0.13783725,0.00932063,-0.21825945,0.00200938,0.0038227562,0.01347406,-0.007428215,0.00012703988,-0.00059502525,-8.32694e-08,0.0003621133,-2.6179796e-06,-8.8053e-06,-0.0005953824,0.00028315716,0.07045194,1.3481487e-06,0.0011242557,-0.003053669,0.0,-0.089224875,0.009143291,-0.009508105,0.010650261,-0.0048068804,0.0011787426,-0.052241385,-0.0016104719,0.00013074544,5.582841e-05,0.007318751,-0.0049237763,-0.05613935,3.50482e-05,-0.0025559752,-0.06780892
-0.044477127,0.018991854,-0.35335946,0.0018131007,0.009313518,-0.13653375,0.039901365,-0.17414509,0.0021838394,0.0031440773,0.039066114,-0.0039403853,0.00012703988,-0.00052595534,1.3821779e-06,0.0003430738,-2.561764e-06,-8.8053e-06,-0.0017440529,0.0013946996,0.03487982,1.3481487e-06,0.0009688822,-0.004403349,0.0,-0.00087929063,0.01596284,0.0076991203,0.00920529,-0.0033760255,0.0026554426,-0.056768984,-0.00327996,0.00013074544,5.582841e-05,0.009857018,-0.006746215,-0.052182466,2.0640002e-05,-0.0025559752,-0.08998871
-0.02511611,0.019973652,-0.32284176,0.0019566845,0.009572109,-0.10015783,0.045637388,-0.10936043,0.0022904275,0.0031440773,0.019755427,-0.003468506,0.00011332211,-0.0004980809,8.826279e-07,0.0003318447,-2.561764e-06,-8.8053e-06,-0.0017315996,0.00090687384,0.036000222,1.3481487e-06,0.0010427183,-0.015984071,0.0,-0.0041325265,0.016973997,0.008527208,0.019889312,-0.0032703006,0.0072906194,-0.026172295,-0.00084490277,0.00013074544,5.582841e-05,0.011812156,-0.006399869,0.11411682,5.0872462e-05,-0.0010638417,0.054736428
0.2512099,0.015999582,-0.3282153,0.0027903905,0.00871957,-0.07439703,0.1875324,0.4152266,0.0022882007,0.0038321149,0.015676372,0.037572436,0.00010994906,-0.00038197855,-1.1932972e-06,0.000360896,-2.433408e-06,-8.8053e-06,-0.0013917354,0.0003658283,0.051531974,1.482553e-06,0.00103346,-0.013394051,0.0,0.009652945,0.014718702,0.013072328,0.03136532,-0.002564971,0.016935505,-0.023459977,-0.00045539942,7.7919176e-05,5.582841e-05,0.0112325195,-0.005914555,0.043694634,0.00014175804,0.00061577867,0.0005970095
0.22765009,0.011030931,-0.35110003,0.0026503627,0.0075586494,-0.077959955,0.14502364,0.4018311,0.0016295572,0.0038264338,0.014702882,0.01959998,0.00010994906,-0.00064668036,-5.8288344e-07,0.00036515677,-2.433408e-06,-8.8053e-06,-0.0004570357,3.0800737e-05,0.0708634,1.4313345e-06,0.001011284,-0.010519061,0.0,-0.038046006,0.014140793,0.0017969238,-0.31536406,-0.0020210533,0.013147282,-0.023584912,-0.00045932355,7.7919176e-05,9.1923976e-05,0.013533778,-0.0057920692,0.029701563,0.000111319896,-0.00041452821,-0.004401376
-0.09144896,0.0071187234,-0.46834686,0.001699341,0.0073859855,-0.12683032,0.033208385,-0.18298435,0.0014755699,0.003824999,0.009941182,-0.0041391635,0.00011332211,-0.0005930334,-2.7955272e-07,0.00033460933,-2.6179796e-06,-8.8053e-06,-0.00066758547,0.00013604714,0.07201494,1.29693e-06,0.0012067009,-0.012642804,0.0,-0.016212348,0.008577663,-0.006695172,-0.543494,-0.0046710162,0.0073436336,-0.022909004,-0.0005795592,0.00013074544,9.1923976e-05,0.010572057,-0.005622413,0.05008169,2.9298495e-05,-0.0010896821,0.03613483
0.60457677,-0.078951195,2.2656415,0.0024728647,-0.024526458,-0.065278485,-0.69620544,-0.047641534,0.0014819336,0.027584845,0.03104647,0.0016833391,8.892553e-05,-0.0004708546,2.4994515e-07,0.0002949951,-2.6179796e-06,-3.804922e-05,-0.00040736274,0.00030916627,0.554337,1.3623961e-06,0.00083930086,-0.0014747324,0.0,-0.0063914126,0.007664686,-0.17461401,0.008742416,-0.0028198166,0.045879092,0.030149963,-0.0003663799,0.0011168092,9.1923976e-05,0.010640485,-0.002844767,0.03586073,4.3609343e-05,-0.00069681945,0.028980711
0.33168614,0.008379949,-0.39085823,0.0024473795,0.007634597,-0.08794982,0.060146246,-0.13252963,0.0021316295,0.0038324022,0.013538434,-0.0035633952,9.471735e-05,-0.0006109302,-3.2543633e-07,0.0002990049,-2.6179796e-06,-8.8053e-06,-0.00062386197,0.00025574752,0.056342132,1.3481487e-06,0.0012216176,-0.0019663288,0.0,-0.0042318315,0.0077951965,-0.17662036,0.039679855,-0.0058833733,0.007865796,-0.023896953,-0.0005543965,0.00013074544,9.1923976e-05,0.012022441,-0.0058868336,0.11418042,3.5333283e-05,-0.00122373,0.03736624
0.18362434,0.012956412,-0.25734976,0.002263607,0.008679814,-0.10226219,0.033670254,0.22246967,0.0022185552,0.002308606,-0.025807437,-0.006884972,0.00011165311,-0.00055339717,-1.4630009e-06,0.00033834897,-2.6179796e-06,-8.8053e-06,-0.0017176962,0.00045845105,0.034213074,1.1928827e-06,0.0012176959,-0.017922282,0.0,-0.06406589,0.014073078,0.006238124,0.026249407,-0.005215199,-0.08403585,0.006937842,-0.0005991401,0.00013074544,3.4710494e-05,0.011072565,-0.0059404466,0.046181027,6.0056205e-05,-0.0006598891,0.024322767
0.053340606,0.014242176,-0.34197363,0.0022720245,0.0073510227,0.25233743,0.19585648,-0.069580175,0.002248328,0.0038237532,0.020187175,-0.006688781,0.0001179638,-0.00058158865,-7.587872e-08,0.0004059538,-2.6179796e-06,-8.8053e-06,0.0044632787,0.0006143106,0.07208061,1.6398176e-06,0.0025679218,-0.01850043,0.0,-0.06526037,0.009079126,-0.004069246,0.015161624,-0.0035132256,0.013944209,-0.01770928,-0.0005379068,0.00013074544,5.582841e-05,0.01488543,-0.0041422728,0.046454974,3.0114415e-05,0.0005054256,0.02291905
0.22030765,0.01446883,-0.38172328,0.0024587333,0.007687298,-0.09146499,0.05106832,-0.15027055,0.0020959845,0.0038339375,0.013610393,-0.001447409,0.000103422644,-0.0003551899,2.2352665e-06,0.0003137456,-1.5846045e-06,-8.8053e-06,-0.00043206388,0.00029367552,0.05460539,1.3481487e-06,0.0011361033,0.0012558723,0.0,-0.0036715525,0.009545675,0.001889048,0.03982024,0.1672062,0.00751984,-0.016260525,-0.000565223,0.00013074544,9.1923976e-05,0.0120389415,-0.0050273067,0.11566187,3.5333283e-05,-0.00122373,0.039801724
0.18873234,0.01612364,-0.33892807,0.0030204651,0.008054651,0.24385154,0.17231758,-0.06652412,0.0022212407,0.00383477,0.019189801,-0.0040859147,0.0001179638,-0.00068616954,1.2251244e-06,0.00034324592,-2.5845336e-06,-8.8053e-06,0.004153325,0.0003021525,0.054984,1.6275925e-06,0.0027144442,0.030298114,0.0,-0.036518652,0.009105877,0.0065064486,0.031704124,-0.0042321607,0.015077792,-0.017570963,-0.0005356166,0.00013074544,9.1923976e-05,0.02194375,-0.0055806697,0.044524472,3.2935444e-05,-0.0006589295,0.029653456
-0.781195,0.008355065,-0.34522948,0.0017797613,0.008632225,-0.1997292,0.07141018,0.09731095,0.0018514104,0.0031408886,-0.020776939,-0.00013434573,9.1344285e-05,-0.0006911172,-2.0896737e-06,0.0003056597,-2.433408e-06,-8.8053e-06,-0.0013874442,0.00018417525,0.039130054,1.482553e-06,0.0010032901,-0.022194928,0.0,-0.053917326,0.013728797,-0.71223193,0.011333818,-0.003543693,0.009596598,-0.04533772,-0.0005703861,7.7919176e-05,9.1923976e-05,0.016067091,-0.010719006,0.03899815,5.2452553e-05,-0.00054857635,-0.012691093
0.20814632,0.016464964,-0.3407325,0.0023903095,0.0075374725,-0.08715593,0.05692473,0.2379631,0.0021077509,0.0038248003,-0.025329653,-0.002441184,0.00010025811,-0.00037739569,1.2154758e-06,0.00031162013,-1.5846045e-06,-8.8053e-06,-0.00047043714,0.0003030731,0.072876565,1.3623961e-06,0.0011054723,0.000560459,0.0,0.0050647934,0.014132178,2.2471158e-05,0.032223906,0.11571429,0.012276054,-0.008038943,-0.0005713421,0.00013074544,9.1923976e-05,0.012356511,-0.0046795364,0.053198725,4.549083e-05,-0.0007893342,0.03170514
0.0038368637,0.023945246,-0.6017711,0.0022029884,0.0074414825,-0.125995,-1.5775521,-0.09776637,0.0016982428,0.0037005553,0.010162733,-0.0069365986,0.000569021,-0.00065153226,-7.0098804e-06,0.0015104086,-2.6179796e-06,-8.8053e-06,-0.0005739153,0.0005008915,0.05478745,1.3623961e-06,0.0009207307,-0.0049881013,0.0,-0.071270876,0.007962573,-0.0005108442,0.010053475,-0.0042251055,0.0058565773,-0.015602182,-0.00046837248,0.00011224683,0.00022482123,0.004262519,-0.0034280487,0.06310394,4.1348798e-05,-0.00068668305,0.027715009
0.41189718,-0.077331185,1.6435152,0.0022572991,-0.06247424,-0.06638751,-0.69672275,-0.04777099,0.0014341653,0.0062533333,0.019744892,0.00026491316,8.892553e-05,-0.0005212509,-2.159629e-06,0.0002949951,-2.6179796e-06,-1.7969436e-05,-0.00036849233,0.000261298,-0.67531323,1.3623961e-06,0.0008203634,-0.004487833,0.0,-0.013250896,0.007030424,-0.198606,0.008533852,-0.0031770496,0.013238621,-0.010726321,-0.0003663799,0.00035658613,9.1923976e-05,0.008112071,-0.0030608696,0.03337021,4.3609343e-05,-0.00069681945,0.023293972
0.40734905,0.23960559,-0.35344315,0.002345947,0.0073273163,-0.06465035,0.06490427,-0.103090346,0.0021489044,0.0038244922,0.01622529,-0.001959578,8.2704915e-05,-0.0004262214,-5.1272616e-07,0.00034466217,-2.6179796e-06,-8.8053e-06,-0.00031466625,0.00029206465,0.07601216,1.3768195e-06,0.0010363505,0.0019852265,0.0,0.0044674654,0.007168902,-0.066892,0.025861798,-0.0017719027,0.007166178,-0.016030814,-0.0005391778,0.00013074544,5.721677e-05,0.011327662,-0.004375906,0.11682791,3.307274e-05,-0.0012639189,0.032461625
-0.16549666,0.020202344,-0.33070356,0.001960693,0.008906365,-0.12592791,0.067128286,-0.0010097922,0.0022758122,0.0031446149,0.04758909,-0.00077904307,0.00011332211,-0.00056469114,1.1319574e-06,0.00033129286,-2.5845336e-06,-8.8053e-06,-0.0011903761,0.0005470238,0.03655806,1.3359235e-06,0.0020187593,0.07811606,0.0,-0.017571291,0.016987043,0.008723761,0.020501796,-0.0032679478,0.0066792457,-0.03445609,-0.00084301323,0.00013074544,9.1923976e-05,0.014901519,-0.007588757,0.12180813,2.085986e-05,-0.00122373,0.07669822
0.5354087,-0.076474205,2.3402855,0.002313449,-0.040125404,-0.07271248,-0.70832735,-0.05584273,0.0015112351,0.02761294,0.029550865,-0.0011548706,0.0001075303,-0.0004526734,-1.4128456e-06,0.00045603875,-2.6179796e-06,-3.804922e-05,-0.0015289411,0.00054824963,0.33537188,1.3623961e-06,0.00083100284,-0.007869628,0.0,-0.007364557,0.0089112865,0.0019989628,0.00820387,-0.0026926424,0.049486674,0.03428093,-0.00039310666,0.0011168092,5.582841e-05,0.0024230704,-0.0033153924,0.036479987,4.3609343e-05,-0.00059993117,0.033920243
0.26451102,-0.050345305,1.945496,0.0018885952,-0.044114377,-0.0769658,-0.6764135,-0.058174856,0.001560942,0.0053814147,0.02545133,-0.0009935134,0.0001075303,-0.0004919538,1.7378838e-07,0.00029843696,-2.561764e-06,-1.7969436e-05,-0.0015028985,0.0009017286,0.2207681,1.3623961e-06,0.0007569072,-0.008225328,0.0,0.0045023547,0.01948406,0.010177775,0.0058893515,-0.0025715665,0.030283136,-0.01568851,-0.00053249806,0.0011168092,5.582841e-05,0.0045386376,-0.003081957,0.03043216,5.9148522e-05,-0.00059993117,0.032822724
-1.585851,-0.15548952,0.6034565,0.0018098406,-0.23620473,-0.07989906,-0.83133405,-0.063373014,0.0015479864,0.0076036486,-0.0026819871,-0.0024956816,0.00010940935,-0.0006588637,-1.8050034e-07,0.00035368462,-2.561764e-06,-0.00012660101,-0.0017383484,0.000105759405,0.08440528,1.3623961e-06,0.0008359819,-0.011832878,0.0,-0.0038649426,0.013814006,0.008353141,0.0058410065,-0.0036963867,0.015185733,-0.01444336,-0.00053410727,0.00017215658,5.582841e-05,0.0037133982,-0.0037226155,0.031673267,5.9148522e-05,-0.0005548529,0.024888843
0.012245705,0.022893038,-0.61170053,0.0020571947,-0.018623728,-0.12141996,-1.5712974,-0.09841451,0.0016866726,0.003825381,0.0091438815,-0.006330657,0.00010940935,-0.00055477937,-4.0995778e-07,0.0002972135,-2.6179796e-06,-8.8053e-06,-0.0018378037,0.00046035455,0.07789803,1.3623961e-06,0.0010352891,-0.0063566337,0.0,-0.06650671,0.007897426,-0.0031624613,0.014975815,-0.0051741907,0.0059474646,-0.01622346,-0.00046837248,0.00013074544,5.582841e-05,0.004335033,-0.0038761436,0.060228195,4.3609343e-05,-0.00068668305,0.026321825
0.1893617,-0.07913677,1.8745401,0.0019630399,-0.0266505,-0.06637626,-0.6990894,-0.04778644,0.0014295784,0.006363942,0.022216376,0.0008659206,8.892553e-05,-0.0006528791,-4.210921e-06,0.0002949951,-2.6179796e-06,-1.7969436e-05,-0.00059563265,0.0002590925,-0.17726508,1.3623961e-06,0.000752614,-0.003831248,0.0,-0.008301187,0.0072175544,-0.1906371,0.0084260935,-0.0035743713,0.03162826,-0.021519823,-0.0003663799,0.0011168092,9.1923976e-05,0.0049083084,-0.002862359,0.03337021,4.3609343e-05,-0.00069681945,0.024308568
